subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Talk about quantity using appropriate words (e.g., some, many, any, much)",Distinguishing many and much with countable and uncountable nouns,3,Discussion,Kuwaongoza Wanafunzi,A pupil correctly sorts at least eight words into 'many' (countable) or 'much' (uncountable) columns and corrects sentences that misuse the two words.,"Word cards: bananas, sugar, food, houses, water|Many/Much sorting chart","TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson introduces the words 'many' and 'much' for talking about quantity, based on Activity 2.1 of the pupil's book, where 'many' is used with countable nouns and 'much' with uncountable nouns.","Countable nouns, such as bananas, houses and pencils, can be counted one by one and take 'many', while uncountable nouns, such as sugar, water and money, cannot be counted individually and take 'much'; pupils practise sorting words such as bananas, sugar, food, houses, water, bottles, honey and pencils into the correct column.","Using the book's example sentences 'There are many oranges in the basket' and 'We don't have much money', pupils correct faulty sentences such as 'There is no many space in our classroom' to 'There is not much space in our classroom'.",Knowing when to use 'many' or 'much' helps a pupil speak correctly when asking how many oranges or how much sugar is needed while helping with cooking or shopping at home.,Is 'many' used with countable or uncountable nouns?::Countable nouns.||Is 'much' used with countable or uncountable nouns?::Uncountable nouns.||Which word fits: 'There are ___ pencils in the box' (many/much)?::Many.||Correct this sentence: 'How much fruits do you eat?'::How many fruits do you eat?,
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Talk about quantity using appropriate words (e.g., some, many, any, much)",Using many and much in a classroom passage and a shopping dialogue,3,Reading comprehension and gap filling,Kuwaongoza Wanafunzi,A pupil correctly completes at least four blanks with many or much based on the Mtakuja Primary School passage and answers questions on the father-and-shopkeeper dialogue.,Passage: Mr Peter teaches at Mtakuja Primary School|Dialogue: Father and the shopkeeper|Exercise books,"TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson applies many and much in a real reading context: a passage describing a busy classroom and cafeteria at Mtakuja Primary School, and a dialogue where a father buys sugar, salt, cooking oil and soap from a shopkeeper.","In the passage, pupils fill blanks such as 'There were ___ pupils eagerly raising their hands' (many) and 'There wasn't ___ juice left in the refrigerator' (much), while in the dialogue they answer questions about quantities the father asked for, such as two kilograms of sugar.","From the dialogue: Father says, 'I need some sugar,' and the shopkeeper asks, 'How much do you need?' Father replies, 'Two kilograms, please. How much is it?' The shopkeeper answers, 'Two thousand and five hundred shillings per kilo.'","Using many and much correctly helps a pupil ask a shopkeeper the right quantity question when sent to buy sugar, salt or cooking oil for the family.",Complete: 'There were ___ pupils eagerly raising their hands' (many/much).::Many||Complete: 'There wasn't ___ juice left in the refrigerator' (many/much).::Much||How many kilograms of sugar did the father buy?::Two kilograms.||How much did one kilogram of sugar cost?::Two thousand and five hundred shillings.,
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Talk about quantity using appropriate words (e.g., some, many, any, much)",Using some and any in statements and the dialogue between James and Jane,2,Dialogue,Kuwaongoza Wanafunzi,A pupil correctly uses 'some' in positive statements and 'any' in negative statements or questions when practising the James and Jane dialogue.,"Dialogue chart: James and Jane|Word cards: some, any","TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson introduces 'some' and 'any' for expressing quantity, based on the example sentences and the dialogue between James and Jane in Activity 2.2 of the pupil's book.","'Some' is generally used in positive sentences, such as 'I need some money,' while 'any' is used in negative sentences and questions, such as 'I don't have any money' or 'Do you need any milk?'; pupils act out the dialogue where James asks Jane if she needs any milk, and Jane answers using both some and any.","From the dialogue: James asks, 'Do you need any milk?' and Jane replies, 'No, I don't need any milk, but I need some sweets and some apples.' Later Jane says, 'We don't have any chocolates left... I think you need to get some chocolates from the shop.'",Using some and any correctly helps a pupil politely ask a family member or shopkeeper whether there is any food left or to request some of an item they need.,"Fill in: 'Do you need ___ milk?' (some/any)::Any||Fill in: 'I need ___ sweets and ___ apples' (some/any)::Some, some||Fill in: 'We don't have ___ chocolates left' (some/any)::Any||Is 'some' usually used in positive or negative sentences?::Positive sentences.",
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Talk about quantity using appropriate words (e.g., some, many, any, much)",Applying the rules of some and any in Ms Mambo's lesson story,2,Guided comprehension,Kuwaongoza Wanafunzi,"A pupil correctly explains, using the story of Ms Mambo, when to use 'some' and when to use 'any', and writes at least two correct sentences with each word.",Text: Ms Mambo and her pupils|Exercise books,"TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson uses the story of Ms Mambo, a Standard Four English teacher at Mtoni Primary School, to summarise the rule for using 'some' and 'any' in a lesson about expressing quantity.","As Ms Mambo explains in the story, 'some' is used in positive sentences to indicate an unspecified quantity, for example 'I have some books,' while 'any' is used in negative sentences or questions to refer to an indefinite amount, for example 'I don't have any books' or 'Do you have any books?'","In the story, Ms Mambo tells her eager pupils, 'It will take some time before you start writing,' showing 'some' used in a positive statement about an unspecified amount of time.",Understanding this rule helps a pupil correctly tell a friend 'I have some pencils to share' or ask 'Do you have any pencils?' when they need to borrow one.,"According to Ms Mambo, when is 'some' used?::In positive sentences to show an unspecified quantity.||According to Ms Mambo, when is 'any' used?::In negative sentences or questions.||Write a sentence using 'some'.::I have some books in my bag.||Write a sentence using 'any'.::I don't have any pens today.",
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Express location using appropriate prepositions of place and time (target: in, at, on, under, inside, outside, over, near)","Using in, on and at to describe locations in dialogues and pictures",3,Role play,Kuwaongoza Wanafunzi,"A pupil correctly uses in, on or at to answer where an object or person is located, based on the Bahati and Tumaini picture dialogues.",Picture cards from Activity 3.1(a)|Question and answer cue cards,"TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson introduces the prepositions in, on and at for expressing location, through the picture-based dialogues between Bahati and Tumaini in Activity 3.1(a) of the pupil's book.","'In' is used for something enclosed, such as being in the water; 'on' is used for something resting on a surface, such as a soda on the table; and 'at' is used for a specific point, such as being at the door; pupils practise asking and answering 'Where is...?' questions using the correct preposition for each picture.",From the dialogues: 'Where is the boy in this picture? The boy is in the water.' 'Where is the soda? The soda is on the table.' 'Where is the girl? The girl is at the door.',"Using in, on and at correctly helps a pupil give clear directions, for example telling a visitor that the cups are in the cupboard or that their mother is at the market.",Where is the boy in the picture? (in the water)::The boy is in the water.||Where is the soda? (on the table)::The soda is on the table.||Where is the girl? (at the door)::The girl is at the door.||Fill in: 'The glass is ___ the table.' (in/on/at)::On,
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Express location using appropriate prepositions of place and time (target: in, at, on, under, inside, outside, over, near)","Reading 'Nengai and Penny, the Parrot' for prepositions of place",3,Reading comprehension and gap filling,Kuwaongoza Wanafunzi,"A pupil reads the story 'Nengai and Penny, the Parrot' and correctly answers questions using the prepositions under, on and at, and fills blanks with in, on or at.","Text: Nengai and Penny, the Parrot|Preposition word cards","TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson uses the story of Nengai visiting her friend Penny the Parrot at the top of the tallest tree in the forest to practise the prepositions under, on and at in a connected narrative.","In the story, Nengai calls out to Penny 'I'm here under your tree,' Penny lands 'on a branch,' and they have a picnic 'on the grass,' showing how these small words describe exact positions of people and things relative to each other.","From the story: 'Nengai reached Penny's tree... she saw Penny sitting on a branch... Nengai called out, I'm here under your tree!... Let's have a picnic on the grass, Penny said.'","Reading stories that use location words carefully helps a pupil picture where things are happening and describe similar scenes, such as sitting under a mango tree with friends at home.",Where did Nengai call out from when she arrived at the tree?::She called out from under the tree.||Where was Penny sitting when Nengai arrived?::Penny was sitting on a branch.||Where did Nengai and Penny have their picnic?::They had their picnic on the grass.||Fill in: 'Put a pen ___ your pocket' (in/on/at).::In,
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Express location using appropriate prepositions of place and time (target: in, at, on, under, inside, outside, over, near)","Using under, over and near to describe locations at Mkulima Hall",2,Guided comprehension,Kuwaongoza Wanafunzi,"A pupil correctly answers at least four comprehension questions about the class meeting at Mkulima Hall using under, over and near.",Text: Class meeting in Mkulima Hall|Chalkboard,"TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson introduces under, over and near through the story of a class meeting held in Mkulima Hall near the school library, where hall attendants arranged chairs, tables and waste bins.","'Under' describes something below another object, as in waste bins placed under each table; 'over' describes movement above something, as in pupils jumping over the desks; and 'near' describes closeness, as in the hall being near the school library.",From the story: 'They put small waste bins under each table... Some pupils had started jumping over the desks... The meeting took place in the Mkulima Hall near the school library.',"Using under, over and near helps a pupil describe where things are kept at home, such as shoes kept under the bed or a shop located near their house.",Where did the hall attendants put the waste bins?::They put them under each table.||What were some pupils doing over the desks?::They were jumping over the desks.||Where is Mkulima Hall located?::It is located near the school library.||Fill in: 'There is a big tree ___ the playground' (near/on).::Near,
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Express location using appropriate prepositions of place and time (target: in, at, on, under, inside, outside, over, near)","Using inside, in front of, beside, behind and other prepositions in commands and a classroom story",2,Demonstration,Kuwaongoza Wanafunzi,"A pupil correctly performs and states an action using inside, in front of, beside, behind, over or under, based on the command-response table and Mr Yambongo's story.",Command cards from Activity 3.3(b)|Text: Mr Yambongo's classroom story,"TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson practises the prepositions inside, in front of, beside, behind, over and under through commands the teacher gives and pupils act out, followed by the story about Mr Yambongo finding a box under his table.","Pupils act out and state actions such as 'I am putting my pen under the table' or 'I am sitting near my friend,' matching each command in the table, and then choose the correct preposition to complete gaps in Mr Yambongo's story, for example seeing a box 'under his table' and a snake 'near the tree outside the classroom.'","From the story: 'He saw a small box under his table... Inside the box, he saw orange and mango peels... he saw a big snake near the tree outside the classroom.'","Following and giving commands with correct prepositions helps a pupil understand instructions at home or school, such as being told to sit beside a friend or to look behind the door.",Command: 'Put your pen under the table.' What do you say as you do it?::I am putting my pen under the table.||Where did Mr Yambongo find the small box?::Under his table.||What did he find inside the box?::Orange and mango peels.||Where was the snake in the story?::Near the tree outside the classroom.,
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Express past events (target: simple past tense, past continuous tense)",Forming the simple past tense of regular and irregular verbs,3,Direct/explicit instruction,Kuwaongoza Wanafunzi,"A pupil correctly changes at least six verbs from Activity 4.1(c), such as play, go, eat and buy, into their simple past tense forms and uses each in a sentence.",Verb list from Activity 4.1(c)|Chalkboard|Exercise books,"TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson teaches how to form the simple past tense, comparing regular verbs that add '-ed', such as danced and watched, with irregular verbs that change form completely, such as went, ate and wrote.","As the book's note explains, regular verbs like dance and walk simply add '-ed' to show the past ('I danced at the party', 'Yesterday, I walked to school'), while irregular verbs change their spelling entirely, such as go becoming went and eat becoming ate, so pupils must memorise these irregular forms rather than apply a fixed rule.","Pupils change verbs from the list play, visit, do, catch, walk, cut, kick, go, watch, stay, see, eat, understand, fly, stand, buy and grill into their past forms, for example play/played, go/went, eat/ate, buy/bought, and then write a sentence such as 'I bought a new book yesterday.'","Knowing how to form the simple past correctly helps a pupil tell their family what they did during the day, such as what they ate for lunch or where they went after school.",What is the simple past tense of 'go'?::Went.||What is the simple past tense of 'eat'?::Ate.||What is the simple past tense of 'walk'?::Walked.||Write a sentence using the past tense of 'buy'.::I bought some sweets yesterday.,
2023-JSS014-DRS IV,Demonstrate mastery of basic English language skills,Use appropriate grammar and vocabulary both orally and in writing,"Express past events (target: simple past tense, past continuous tense)",Using simple past tense in Roza and Juma's weekend dialogue,3,Dialogue,Kuwaongoza Wanafunzi,A pupil correctly retells at least four events from Roza and Juma's weekend conversation using the simple past tense.,Dialogue: Roza and Juma's weekend|Role play cards,"TET(2023), ENGLISH, PUPIL'S BOOK, STANDARD FOUR, TET, DAR ES SALAAM","This lesson practises the simple past tense through the dialogue in which Juma tells Roza about visiting his grandparents, fishing and eating grilled fish, while Roza describes staying home and watching a movie.","The dialogue contains many simple past tense verbs in bold, such as visited, bought, helped, planted, went, caught, cut, grilled, ate, stayed, played and watched, showing both regular and irregular past forms used naturally in conversation about a weekend.","From the dialogue: 'I visited my grandparents in the village... I bought some gifts for them... I caught two big ones! We cut and grilled them for dinner. We ate them with rice.' Meanwhile Roza says, 'I stayed home, played, and watched a movie with my family.'","Talking about a weekend using the simple past tense helps a pupil share with classmates what they did at home, such as helping with chores or visiting relatives.","What did Juma do during his weekend?::He visited his grandparents and went fishing with his grandfather.||How many fish did Juma catch?::He caught two big fish.||What did Roza do during her weekend?::She stayed home, played and watched a movie with her family.||What movie did Roza watch?::She watched The King Lion.",
