subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS024-Kidato III,Demonstrate mastery of business knowledge,"Demonstrate mastery of the concepts, theories and principles of Business Education",Describe the basic aspects of e-marketing for small businesses (upload business biography in social media),E-marketing and Social Media for Business,21,Demonstration,Kuwaongoza Wanafunzi,Learners describe the meaning of e-marketing and demonstrate how to upload a simple business biography on social media.,Smartphone or computer with internet access|Sample social media business page|Projector (if available),"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","E-marketing is the use of electronic means, especially the internet and social media platforms, to promote and sell goods and services to customers.","E-marketing allows small businesses to reach a wider audience at a low cost compared to traditional advertising methods. A business can create a simple profile or biography on platforms such as Facebook, Instagram or WhatsApp Business, including the business name, products offered, location and contact details, to attract customers. Advantages of e-marketing include wider reach, low cost, quick communication with customers and the ability to receive instant feedback, although it requires internet access and basic digital skills.","For example, a young dressmaker creates a WhatsApp Business profile with photos of her dresses, prices and her phone number, allowing customers from other villages to order clothes without visiting her shop physically.",Learners who have seen relatives or shop owners advertise goods on WhatsApp status or Facebook pages have witnessed e-marketing being used in their own community.,"Define e-marketing.::The use of electronic means, especially the internet and social media, to promote and sell goods and services.||Name one social media platform that can be used for e-marketing.::Facebook, Instagram or WhatsApp Business (any one valid platform).||State one advantage of e-marketing for a small business.::It allows the business to reach a wider audience at a low cost.",
2023-JSS024-Kidato III,Solve social challenges using business skills,Demonstrate mastery of the basic skills of operating a small-scale business,"Explore the basic aspects of the policy and regulatory environment governing small businesses in Tanzania (roles of government and non-governmental agencies, policies, laws and by-laws)",Policy and Regulatory Environment for Small Businesses,26,Debate,Kuwaongoza Wanafunzi,"Learners explain the roles of government and non-governmental agencies in regulating small businesses, citing relevant policies and laws.",Copies of relevant business policy extracts|Chart of regulatory bodies|Guest speaker (if available),"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","The policy and regulatory environment refers to the laws, policies, by-laws and institutions that guide how businesses are formed and operated in a country.","In Tanzania, the government, through ministries and agencies such as the Business Registrations and Licensing Agency (BRELA) and local government authorities, sets policies and laws that regulate business registration, taxation and standards. Non-governmental organisations also support small businesses through training, advocacy and access to markets. These policies, laws and by-laws are important because they protect consumers, ensure fair competition, promote orderly business conduct and provide a framework within which small businesses can operate legally and confidently.","For example, a small manufacturer of juice must follow standards set by the Tanzania Bureau of Standards (TBS) and register with local authorities, showing how government regulation shapes how the business operates.",The trading licences and health permits that learners may see displayed in local shops and food stalls are evidence of the regulatory environment at work.,"What is meant by the regulatory environment for small businesses?::The laws, policies, by-laws and institutions that guide how businesses are formed and operated.||Name one government agency that regulates businesses in Tanzania.::The Business Registrations and Licensing Agency (BRELA), or a local government authority.||State one reason why business regulation is important.::It protects consumers and ensures fair competition among businesses.",
2023-JSS024-Kidato III,Solve social challenges using business skills,Demonstrate mastery of the basic skills of operating a small-scale business,"Describe procedures for registering small businesses in Tanzania (types of licenses, importance of registration and sanctions for non-compliance)",Procedures for Registering a Small Business,26,Role play,Kuwaongoza Wanafunzi,Learners outline the steps and licences required to register a small business and explain the importance of registration.,Sample business registration certificate|Sample licence application form|Chart of registration steps,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",Business registration is the legal process of recording a business with the relevant government authority so that it can operate lawfully.,"In Tanzania, registering a small business typically involves choosing a business name, obtaining a taxpayer identification number (TIN), applying for a business licence from the local government authority, and, depending on the type of business, obtaining special permits such as health or environmental certificates. Registration is important because it gives the business legal recognition, builds customer trust, allows access to loans and government support, and protects the owner from certain legal problems. Businesses that fail to register may face sanctions such as fines, closure or confiscation of goods.","For example, a young entrepreneur who wants to open a small restaurant must obtain a TIN, register the business name, get a business licence from the municipal council and secure a health certificate before legally serving food to customers.","The certificates often displayed on the walls of shops, pharmacies and restaurants in learners' communities are proof that those businesses have been properly registered.","What is business registration?::The legal process of recording a business with the relevant government authority so it can operate lawfully.||Name one document or licence required to register a small business in Tanzania.::A taxpayer identification number (TIN) or a business licence (any one valid document).||State one consequence of failing to register a business.::The business owner may face fines, closure of the business, or confiscation of goods.",
2023-JSS024-Kidato III,Apply business knowledge in various contexts,Apply business theories into practice,"Develop a plan for a small business identified from the opportunities in Form II (identification, financing, production and distribution, and marketing)",Developing a Small Business Plan,28,Group work,Kuwaongoza Wanafunzi,"Learners draft the key sections of a business plan for the opportunity they identified in Form Two, covering financing, production and marketing.",Business plan template|Sample completed business plan|Flip charts and markers,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","A business plan is a written document that describes a business idea and outlines how it will be started, financed, operated and marketed.","A good business plan usually includes an introduction to the business idea, how it will be financed, how goods or services will be produced and distributed, and how they will be marketed to customers. Developing a business plan helps an entrepreneur think through the practical requirements of the business, anticipate challenges, and convince lenders or partners to support the venture. Learners build on the business opportunity they identified earlier and turn it into a structured plan with realistic goals.","For example, a learner who identified selling reusable shopping bags as an opportunity develops a plan showing the capital needed to buy materials, how the bags will be made and transported, and how they will be advertised and sold in the local market.","Just as a farmer plans in advance what to plant, how to get seeds and where to sell the harvest, a business plan helps an entrepreneur organise similar decisions before starting a business.","What is a business plan?::A written document that describes a business idea and how it will be started, financed, operated and marketed.||Mention one section that should be included in a business plan.::Financing, production and distribution, or marketing (any one valid section).||Why is it important to develop a business plan before starting a business?::It helps the entrepreneur think through requirements, anticipate challenges and convince lenders or partners to offer support.",
2023-JSS024-Kidato III,Apply business knowledge in various contexts,Demonstrate mastery of basic business ethics,"Describe the basic tenets of ethics for small businesses (meaning, norms, and values)",Basic Business Ethics: Norms and Values,18,Discussion,Kuwaongoza Wanafunzi,Learners explain the meaning of business ethics and identify at least three norms or values expected of an ethical business person.,Case study of ethical and unethical business practices|Chart of business values|Role play scenario cards,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",Business ethics refers to the moral principles and standards of behaviour that guide how a business person should conduct business honestly and fairly.,"Important business norms and values include honesty, fairness, integrity, respect for customers, and keeping promises such as agreed prices and delivery times. Ethical businesses avoid practices such as cheating customers, selling substandard goods, giving false information or bribing officials. Practising good business ethics builds trust between the business and its customers, suppliers and the community, which in turn helps the business to grow and maintain a good reputation.","For example, a trader who always gives customers the correct change and honestly describes the quality of goods for sale, even when it might reduce a sale, is demonstrating ethical business behaviour that builds long-term customer loyalty.","Learners who return extra change given by mistake at a shop, or who are honest when selling items to classmates, are practising the same ethical values expected in business.","Define business ethics.::The moral principles and standards of behaviour that guide how a business person should conduct business honestly and fairly.||Mention two values expected of an ethical business person.::Honesty and fairness (any two valid values).||State one benefit of practising good business ethics.::It builds trust with customers and the community, helping the business grow and maintain a good reputation.",
2023-JSS024-Kidato IV,Demonstrate mastery of business knowledge,"Demonstrate mastery of the concepts, theories and principles of Business Education","Explain the basic aspects of insurance for small businesses (meaning, principles, importance, choice of appropriate insurance plan and procedures of filing insurance claims)",Insurance for Small Businesses,20,Discussion,Kuwaongoza Wanafunzi,Learners explain the meaning and principles of insurance and describe the procedure for filing an insurance claim.,Sample insurance policy document|Chart of insurance principles|Claim form sample,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Insurance is an arrangement whereby a business or individual pays a small regular amount, called a premium, to an insurance company in exchange for protection against financial loss from specified risks.","Insurance operates on principles such as insurable interest (the insured must stand to lose from the risk), utmost good faith (both parties must disclose all relevant information honestly), and indemnity (compensation should restore the insured to their original financial position, not create a profit). Insurance is important for small businesses because it protects against losses from risks such as fire, theft or accidents, giving the owner peace of mind and financial security. When a loss occurs, the business must notify the insurer promptly, complete a claim form with supporting evidence, and the insurer investigates before paying compensation.","For example, a shop owner who has fire insurance and experiences a fire that destroys goods worth TSh 2,000,000 can file a claim with supporting evidence, such as receipts and a police report, so the insurance company can compensate the loss.","Many families in learners' communities insure motorcycles or vehicles against accidents, showing the same principle of protecting against unexpected financial loss.","Define insurance.::An arrangement where a business or individual pays a premium to an insurance company in exchange for protection against financial loss from specified risks.||Name one principle of insurance.::Insurable interest, utmost good faith, or indemnity (any one valid principle).||What is the first step in filing an insurance claim?::Notifying the insurance company promptly about the loss.",
2023-JSS024-Kidato IV,Demonstrate mastery of business knowledge,"Demonstrate mastery of the concepts, theories and principles of Business Education","Describe business partnerships (meaning, types, features, advantages and disadvantages, formation and dissolution)",Meaning and Formation of Business Partnerships,20,Discussion,Kuwaongoza Wanafunzi,"Learners describe the meaning, features and types of partnerships, and outline how a partnership is formed and dissolved.",Sample partnership deed|Chart comparing sole proprietorship and partnership|Case study of a local partnership business,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","A partnership is a business owned and operated by two or more people who agree to share capital, work, profits and losses according to agreed terms.","Features of a partnership include shared ownership, joint decision-making, and usually unlimited liability for the partners, unless it is a limited partnership. Common types include general partnerships, where all partners share management and liability equally, and limited partnerships, where some partners contribute capital but do not take part in management. Advantages of a partnership include more capital and combined skills, while disadvantages include the possibility of disagreements and shared liability for debts. A partnership is usually formed through a written agreement called a partnership deed, and it can be dissolved by mutual agreement, the death or withdrawal of a partner, or a court order.","For example, two friends who each have a different skill, one in carpentry and the other in sales, may form a partnership to open a furniture business, combining their capital and abilities to run it together.",Family members who jointly run a shop and share the profits and responsibilities are practising a simple form of business partnership.,"Define a business partnership.::A business owned and operated by two or more people who agree to share capital, work, profits and losses.||Name one document used to form a partnership.::A partnership deed.||Mention one way a partnership can be dissolved.::By mutual agreement of the partners, the death or withdrawal of a partner, or a court order.",
2023-JSS024-Kidato IV,Solve social challenges using business skills,Demonstrate mastery of the basic skills of operating a small-scale business,"Describe taxes and levies associated with small businesses in Tanzania (meaning, types, importance, and sanctions for non-compliance)",Taxes and Levies for Small Businesses,17,Question and answer,Kuwaongoza Wanafunzi,"Learners explain the meaning, types and importance of taxes and levies, and the sanctions for non-compliance.",Sample tax receipt|Chart of tax types|TRA leaflet or brochure (if available),"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","A tax is a compulsory payment made by individuals and businesses to the government to help fund public services, while a levy is a specific charge imposed for a particular purpose, such as a local government service levy.","Common types of taxes affecting small businesses in Tanzania include income tax, value added tax (VAT), and presumptive tax for small traders, while levies may include local government service levies and produce cess. Taxes and levies are important because they provide government revenue used to build schools, roads, hospitals and other public services that benefit the whole community, including business owners. Businesses that fail to pay taxes or levies on time may face sanctions such as fines, penalties, interest charges or even closure of the business by the Tanzania Revenue Authority (TRA) or local authorities.","For example, a small trader who pays presumptive tax annually to the Tanzania Revenue Authority based on her estimated turnover is contributing to government revenue while remaining legally compliant.","The tax that families see added to the price of some goods, such as VAT on manufactured products, is a practical example of taxation affecting everyday life.","Define tax.::A compulsory payment made by individuals and businesses to the government to fund public services.||Name one type of tax that affects small businesses in Tanzania.::Income tax, VAT, or presumptive tax (any one valid type).||State one sanction for failing to pay taxes.::A fine, penalty, interest charge, or closure of the business.",
2023-JSS024-Kidato IV,Solve social challenges using business skills,Demonstrate mastery of the basic skills of operating a small-scale business,Describe the basic principles of communication and networking for small businesses,Communication and Networking in Business,17,Role play,Kuwaongoza Wanafunzi,Learners explain the basic principles of effective business communication and describe how networking benefits a small business.,Sample business letter|Chart of communication process|Mobile phone (for demonstrating networking tools),"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Communication in business is the process of exchanging information, ideas and instructions between a business and its customers, suppliers, employees and other stakeholders, while networking is the process of building and maintaining relationships with people who can support the growth of the business.","Effective business communication should be clear, accurate, timely, courteous and appropriate to the audience, whether spoken, written or through modern channels such as phone calls and social media. Good communication helps a business build trust with customers, resolve misunderstandings and coordinate with suppliers and partners. Networking helps a small business owner to access new customers, learn from other entrepreneurs, find suppliers and identify new opportunities through business associations, trade fairs and personal contacts.","For example, a small business owner who attends a local trade fair and exchanges contacts with a supplier of cheaper raw materials, and later calls the supplier politely and clearly to place an order, is demonstrating both networking and good communication.","Learners who greet customers politely, explain prices clearly and stay in touch with classmates who might buy their products are already practising business communication and networking skills.","Define networking in the context of business.::The process of building and maintaining relationships with people who can support the growth of the business.||Mention one principle of effective business communication.::Being clear, accurate, timely or courteous (any one valid principle).||State one benefit of networking to a small business.::It helps the owner access new customers, suppliers or business opportunities.",
2023-JSS024-Kidato IV,Solve social challenges using business skills,Demonstrate mastery of the basic skills of trading locally and internationally,Use pricing techniques to determine appropriate prices of products,Pricing Techniques for Products,14,Group work,Kuwaongoza Wanafunzi,Learners apply at least two pricing techniques to calculate an appropriate selling price for a given product.,Calculator|Sample cost data for a product|Chart of pricing methods,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",Pricing is the process of determining the amount of money a business will charge customers for its goods or services.,"Common pricing techniques include cost-plus pricing, where a business adds a desired profit margin (mark-up) to the total cost of producing or buying a product, and competitive pricing, where a business sets its price based on what competitors are charging for similar products. Other techniques include penetration pricing, used to attract customers when entering a new market with a low initial price, and value-based pricing, which sets prices according to how much customers believe the product is worth. Choosing an appropriate pricing technique helps a business cover its costs, remain competitive and attract enough customers to earn a reasonable profit.","For example, if a trader's cost of producing a basket is TSh 3,000 and she wants a 20 percent mark-up, she calculates the selling price as TSh 3,000 plus TSh 600, giving a price of TSh 3,600 using the cost-plus pricing technique.",Learners who notice that similar snacks are sold at different prices in different shops are observing how traders use different pricing techniques in daily life.,"Define pricing.::The process of determining the amount of money a business will charge customers for its goods or services.||Name one pricing technique used by small businesses.::Cost-plus pricing, competitive pricing, penetration pricing, or value-based pricing (any one valid technique).||If a product costs TSh 5,000 to produce and a trader wants a mark-up of TSh 1,000, what will be the selling price?::TSh 6,000.",
2023-JSS024-Kidato IV,Solve social challenges using business skills,Demonstrate mastery of the basic skills of trading locally and internationally,Identify relevant procedures and practices for buying and selling products within and outside the country,Procedures for Buying and Selling Products,13,Discussion,Kuwaongoza Wanafunzi,Learners outline the relevant procedures and practices for buying and selling products both within and outside the country.,Sample invoice and receipt|Chart of import and export documents|Map showing trade routes,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Buying and selling, also known as trade, involves the procedures and practices that businesses follow to acquire goods from suppliers and deliver them to customers, whether within the country (domestic trade) or across national borders (international trade).","Domestic buying and selling generally involves identifying a reliable supplier, negotiating price and terms, receiving goods with an invoice or receipt, and checking quality before payment. International trade, involving importing and exporting, requires additional procedures such as obtaining an import or export licence, complying with customs regulations, paying import or export duties, and using proper shipping and documentation such as bills of lading. Following correct procedures in both domestic and international trade protects the business from losses, ensures legal compliance and builds trust with trading partners.","For example, a trader who wants to import secondhand clothes must obtain the necessary import permit, pay customs duty at the port, and collect the correct shipping documents before the goods can legally enter Tanzania and be sold locally.","The imported goods, such as electronics and clothes, that learners see for sale in local markets have passed through these buying and selling procedures before reaching the shop shelves.","What is domestic trade?::The buying and selling of goods and services within the same country.||Mention one document required in international trade.::An import or export licence, or a bill of lading (any one valid document).||State one reason for following proper procedures in buying and selling.::It protects the business from losses, ensures legal compliance and builds trust with trading partners.",
2023-JSS024-Kidato IV,Solve social challenges using business skills,Demonstrate mastery of the basic skills of trading locally and internationally,"Use appropriate selling methods and techniques (branding, logos, packaging, after sales services, barcoding, direct mail and internet auctions) to facilitate trade",Selling Methods and Techniques for Small Businesses,13,Demonstration,Kuwaongoza Wanafunzi,Learners describe at least four selling methods and techniques and explain how each can help facilitate trade.,Sample branded product packaging|Sample logo designs|Barcode sample|Sample direct mail flyer,"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Selling methods and techniques are the various approaches a business uses to attract customers, present its products attractively and complete sales successfully.","Branding involves giving a product a distinct name and identity, while a logo is a symbol that helps customers recognise the business. Good packaging protects the product and makes it attractive, and after-sales services, such as repairs or guarantees, build customer loyalty after a purchase. Barcoding allows quick and accurate identification of products and prices at the point of sale, while direct mail and internet auctions are modern techniques used to reach customers directly through letters, emails or online marketplaces. Using a combination of these methods helps a small business stand out, build a good reputation and increase sales.","For example, a small honey producer creates an attractive label with a logo and brand name, packages the honey in clean bottles with barcodes, and offers to replace any leaking bottle free of charge as an after-sales service, making customers trust and prefer her product over unbranded honey.","The branded and packaged products, such as bottled water and packaged snacks, that learners buy from shops show how selling methods and techniques are applied in everyday business.","What is branding?::Giving a product a distinct name and identity that distinguishes it from competitors.||Mention one selling technique that uses the internet.::Internet auctions, or online/social media selling (any one valid technique).||State one benefit of after-sales service to a business.::It builds customer loyalty and trust, encouraging repeat purchases.",
2023-JSS024-Kidato IV,Apply business knowledge in various contexts,Apply business theories into practice,Complete and present the business plan developed in Form Three,Completing and Presenting the Business Plan,26,Group work,Kuwaongoza Wanafunzi,Learners complete their business plan and present it clearly and confidently to the class.,Draft business plans from Form Three|Flip charts and markers|Projector (if available),"TET(2023), BUSINESS STUDIES SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Completing a business plan involves reviewing, refining and finalising the sections developed earlier, such as the business idea, financing, production and marketing, into one clear and complete document.","Before presenting a business plan, learners should check that all sections are consistent, realistic and well organised, and that figures such as costs and expected income are calculated correctly. Presenting a business plan involves clearly explaining the business idea, its financing, how goods or services will be produced and distributed, and how it will be marketed, while responding confidently to questions from the audience. A well-presented business plan can convince investors, lenders or partners of the seriousness and viability of the business idea.","For example, a group of learners who developed a plan for a small poultry business in Form Three now finalise their cost estimates, prepare a short presentation with a flip chart, and present it to their classmates, explaining how they will finance, raise and sell the chickens.",This is similar to how a real entrepreneur might present a business idea to a bank manager or a potential business partner in order to secure support to start the business.,"What should be checked before finalising a business plan?::That all sections are consistent, realistic, well organised and that figures are calculated correctly.||Mention one skill needed when presenting a business plan.::Clear and confident communication (or the ability to answer questions confidently).||State one benefit of presenting a well-prepared business plan.::It can convince investors, lenders or partners of the seriousness and viability of the business idea.",
