subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS023-Kidato I,Prepare basic financial statements,Prepare basic profit or loss statements,Prepare a basic income statement,Preparing a Basic Income Statement,5,Demonstration,Kuwaongoza Wanafunzi,Learners correctly prepare a basic income statement and calculate gross and net profit.,Trial balance extracts|Calculators|Format sheets,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","A basic income statement shows how gross profit and net profit are calculated from sales, cost of sales and expenses.","Gross profit is found by deducting cost of sales from sales revenue. Net profit is found by deducting other operating expenses from gross profit. The format begins with Sales, less Cost of Sales, to give Gross Profit; then less Expenses, to give Net Profit.","Sales TSh 600,000, Cost of Sales TSh 350,000, gives Gross Profit of TSh 250,000. Deducting Expenses of TSh 90,000 gives a Net Profit of TSh 160,000.","A vendor who calculates that selling goods that cost TSh 350,000 for TSh 600,000 gives a gross profit of TSh 250,000 before subtracting rent and other costs is preparing a basic income statement in practice.","Sales are TSh 500,000 and Cost of Sales is TSh 300,000. Calculate Gross Profit.::Gross Profit = 500,000 - 300,000 = TSh 200,000.||Gross Profit is TSh 200,000 and Expenses are TSh 70,000. Calculate Net Profit.::Net Profit = 200,000 - 70,000 = TSh 130,000.||State the formula for calculating Net Profit.::Net Profit = Gross Profit - Total Expenses.",
2023-JSS023-Kidato I,Prepare basic financial statements,Prepare basic business financial position statements,Classify assets and liabilities,Classifying Assets and Liabilities,5,Group work,Kuwaongoza Wanafunzi,Learners correctly classify given assets and liabilities as current or non-current.,Flashcards|Charts|Sample balance sheet items,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Assets and liabilities are classified according to how quickly they are expected to be converted to cash or settled, into non-current (long-term) and current (short-term) categories.","Non-current assets, such as land, buildings and equipment, are held for long-term use in the business. Current assets, such as inventory, debtors and cash, are expected to be converted into cash within one year. Non-current liabilities, such as long-term loans, are due after more than one year, while current liabilities, such as creditors and short-term loans, are due within one year.","A business owning a building (non-current asset) worth TSh 2,000,000, inventory (current asset) of TSh 150,000, a five-year bank loan (non-current liability) of TSh 500,000 and creditors (current liability) of TSh 80,000 classifies each item accordingly in the statement of financial position.",A shop owner who separates the shop building from the stock on the shelves when listing what the business owns is classifying non-current and current assets.,"Classify 'inventory' and 'building'.::Inventory is a current asset; building is a non-current asset.||Is a 'bank loan repayable in 5 years' a current or non-current liability?::It is a non-current liability because it is due after more than one year.||Give one example of a current liability.::Creditors (amounts owed to suppliers), payable within one year.",
2023-JSS023-Kidato I,Prepare basic financial statements,Prepare basic business financial position statements,Prepare a basic statement of financial position,Preparing a Basic Statement of Financial Position,5,Demonstration,Kuwaongoza Wanafunzi,Learners correctly prepare a basic statement of financial position that balances.,Trial balance extracts|Format sheets|Calculators,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","A statement of financial position lists a business's assets, liabilities and capital at a given date, arranged so that total assets equal total capital plus total liabilities.","The statement is usually presented with non-current assets first, followed by current assets, to give total assets; then capital, followed by non-current and current liabilities. The final totals on both sides must be equal, in line with the accounting equation.","A statement of financial position may show Non-current assets TSh 700,000 plus Current assets TSh 200,000, giving Total Assets of TSh 900,000, matched by Capital TSh 650,000 plus Liabilities TSh 250,000, also totalling TSh 900,000.",A business owner who lists what the business owns against what it owes and what was invested is preparing a simple statement of financial position.,"Total assets are TSh 850,000 and liabilities are TSh 250,000. Calculate capital.::Capital = Assets - Liabilities = 850,000 - 250,000 = TSh 600,000.||State the two main sides of a statement of financial position.::Assets on one side; Capital and Liabilities on the other side.||Why must a statement of financial position always balance?::Because it follows the accounting equation, Assets = Capital + Liabilities, which must hold true at all times.",
2023-JSS023-Kidato II,Demonstrate mastery of the principles of Book-keeping,Record business transactions using source documents,Describe cash and banking transactions (types of cash books),Types of Cash Books,15,Discussion,Kuwaongoza Wanafunzi,Learners describe the different types of cash books and their uses.,Sample cash books|Charts|Cheque books,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",A cash book is a book of original entry used to record all cash and bank transactions of a business.,There are several types of cash books: a single column cash book records cash transactions only; a double column (two-column) cash book records both cash and bank transactions; a three-column cash book adds a discount column; and a petty cash book records small day-to-day cash expenses using the imprest system.,"A double column cash book records a cash sale of TSh 40,000 in the Cash column and a cheque payment of TSh 60,000 to a supplier in the Bank column, on the same page.",A shopkeeper who keeps one notebook for cash sales and a separate bank statement for cheque payments is effectively operating a two-column cash book system.,"Name the four types of cash books.::Single column, double column (cash and bank), three-column (cash, bank and discount), and petty cash book.||What additional column does a three-column cash book have compared to a double column cash book?::A discount column, for discount allowed and discount received.||What is a petty cash book used for?::To record small, day-to-day cash expenses such as postage and tea, usually under the imprest system.",
2023-JSS023-Kidato II,Demonstrate mastery of the principles of Book-keeping,Record business transactions using source documents,"Record cash/bank receipts and payments from various source documents in the Cash Book (double column, three-column or petty cash book)",Recording Cash and Bank Transactions in the Cash Book,15,Guided practice,Kuwaongoza Wanafunzi,Learners correctly record cash and bank receipts and payments in a double or three-column cash book and balance it off.,Cash book format sheets|Receipts|Cheque counterfoils|Calculators,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Receipts are recorded on the debit side of the cash book and payments on the credit side, using separate columns for cash and bank.","Contra entries, where cash is deposited into the bank or cash is withdrawn from the bank for office use, are recorded on both sides of the cash book (cash and bank columns) and marked with the letter 'C'. Discounts allowed to customers are recorded in the discount column on the debit side, while discounts received from suppliers are recorded on the credit side.","A trader deposits TSh 100,000 cash into the bank: this is recorded as a credit entry of TSh 100,000 in the Cash column and a debit entry of TSh 100,000 in the Bank column, both marked 'C' for contra.","A businessperson who withdraws cash from the bank to pay workers, then records both the bank withdrawal and the cash received, is making a contra entry in the cash book.","On which side of the cash book are receipts recorded?::On the debit (left-hand) side.||A trader receives TSh 80,000 cash from a debtor who is allowed TSh 5,000 discount on a debt of TSh 85,000. Record the entries.::Debit Cash column TSh 80,000; Debit Discount Allowed column TSh 5,000; total TSh 85,000 credited to the debtor's account.||What is a contra entry?::An entry that appears on both the debit and credit sides of the cash book, such as cash withdrawn from or deposited into the bank.",
2023-JSS023-Kidato II,Demonstrate mastery of the principles of Book-keeping,Prepare a Trial balance,"Describe errors in the Trial balance (meaning, types, sources and detection)",Errors Affecting the Trial Balance,5,Discussion,Kuwaongoza Wanafunzi,Learners identify and describe types of errors and how they are detected in the trial balance.,Charts of error types|Sample trial balances with errors|Textbooks,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",Errors in book-keeping can be classified into those that affect the agreement of the trial balance and those that do not.,"Errors that do not affect the trial balance include errors of omission, errors of commission, errors of principle, errors of original entry and compensating errors. Errors that do affect the trial balance include errors of casting (addition), single-entry posting, transposition of figures and partial omission of an entry. Such errors are detected by re-checking additions and postings and by using a suspense account.","If a payment of TSh 15,000 for rent is posted to the debit of the Rent Account but not credited to the Cash Account, the trial balance will not balance, differing by TSh 15,000, indicating a single-entry error.","A shopkeeper whose totals do not match at the end of the day has often made an arithmetic slip, similar to a casting error in book-keeping.","Name one error that does not affect the agreement of the trial balance.::Error of omission (a transaction completely omitted from the books).||Name one error that does affect the agreement of the trial balance.::Error of casting (an addition error in an account or the trial balance).||What is an error of principle?::Recording a transaction in the wrong class of account, such as treating a capital expense as a revenue expense.",
2023-JSS023-Kidato II,Demonstrate mastery of the principles of Book-keeping,Prepare a Trial balance,Correct errors in the Trial balance by means of journal entries and adjust the trial balance,Correcting Errors Using Journal Entries,5,Guided practice,Kuwaongoza Wanafunzi,Learners correctly prepare journal entries to correct errors and adjust the trial balance using a suspense account.,Journal format sheets|Sample error scenarios|Calculators,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Errors that cause the trial balance to disagree are corrected using journal entries, often through a temporary suspense account.","A suspense account is opened with the amount of the difference in the trial balance. As each error is found, a journal entry is made to correct it; some involve the suspense account and some do not, if both sides of the original entry were affected equally.","If the trial balance fails to balance by TSh 15,000 (credit side short) because a TSh 15,000 cash payment for rent was never credited to the Cash Account, the correcting entry is: Debit Suspense Account TSh 15,000; Credit Cash Account TSh 15,000.","A trader who discovers a missing entry after totals do not match, and adjusts the books once the mistake is found, mirrors the process of correcting errors through a suspense account.","What is a suspense account used for?::A temporary account opened to record the difference when a trial balance does not balance, until errors are found and corrected.||A trial balance credit column is short by TSh 20,000 due to a sale of TSh 20,000 posted to the Sales Account but not to the Debtor's Account. Give the correcting entry.::Debit Debtor's Account TSh 20,000; Credit Suspense Account TSh 20,000.||When is a suspense account not needed to correct an error?::When the error does not affect the equality of the trial balance, for example an error of complete omission or an error of principle.",
2023-JSS023-Kidato II,Demonstrate mastery of financial assets control,Prepare bank reconciliation statements,"Describe a Bank reconciliation statement (meaning, importance, reasons for inconsistencies, and the key terms used)",Meaning and Importance of Bank Reconciliation,10,Discussion,Kuwaongoza Wanafunzi,"Learners explain the meaning, importance and reasons for differences between the cash book and bank statement balances.",Sample bank statements|Cash book extracts|Charts,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",A bank reconciliation statement is a statement prepared to explain the difference between the balance shown in the cash book and the balance shown in the bank statement.,"Differences arise due to timing issues such as unpresented cheques (issued but not yet cleared by the bank), uncredited deposits (paid in but not yet recorded by the bank), bank charges, standing orders, direct credits and dishonoured cheques that appear in the bank statement but not yet in the cash book. Reconciliation is important to detect errors, fraud and to confirm the correct cash position.","A cash book shows a balance of TSh 300,000 while the bank statement shows TSh 350,000; the TSh 50,000 difference may be explained by an unpresented cheque of TSh 50,000 issued to a supplier but not yet cashed.",A businessperson who compares their own record of bank transactions with the bank's monthly statement to check for mistakes is carrying out a bank reconciliation.,"What is a bank reconciliation statement?::A statement prepared to reconcile the difference between the cash book balance and the bank statement balance.||State one reason for a difference between the cash book and bank statement.::An unpresented cheque, which has been recorded in the cash book but not yet cleared by the bank.||Why is bank reconciliation important?::It helps detect errors or fraud and confirms the correct cash position of the business.",
2023-JSS023-Kidato II,Demonstrate mastery of financial assets control,Prepare bank reconciliation statements,Prepare adjusted cash book and bank reconciliation statement,Preparing an Adjusted Cash Book and Reconciliation Statement,10,Demonstration,Kuwaongoza Wanafunzi,Learners correctly prepare an adjusted cash book and a bank reconciliation statement that reconciles to the bank statement balance.,Cash book format sheets|Bank statements|Calculators,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","Before preparing the reconciliation statement, the cash book is first updated (adjusted) for items appearing in the bank statement but not yet in the cash book, such as bank charges and direct credits.",The adjusted cash book balance becomes the starting point for the bank reconciliation statement. The statement then adds unpresented cheques and deducts uncredited deposits (or vice versa depending on the starting balance) to arrive at the balance shown on the bank statement.,"Cash book balance TSh 200,000, less bank charges of TSh 5,000 not yet recorded, gives an adjusted cash book balance of TSh 195,000. Adding an unpresented cheque of TSh 25,000 and deducting an uncredited deposit of TSh 10,000 gives a bank statement balance of TSh 210,000.",A trader who first updates their cash book for bank charges before comparing it to the bank statement is preparing an adjusted cash book.,"Cash book balance is TSh 150,000 and unrecorded bank charges are TSh 8,000. What is the adjusted cash book balance?::Adjusted balance = 150,000 - 8,000 = TSh 142,000.||Starting from an adjusted cash book balance of TSh 142,000, an unpresented cheque of TSh 30,000 exists. What is the bank statement balance?::Bank statement balance = 142,000 + 30,000 = TSh 172,000.||Why are unpresented cheques added when reconciling from the cash book to the bank statement balance?::Because they have been deducted in the cash book but not yet deducted by the bank, so the bank statement balance is still higher by that amount.",
2023-JSS023-Kidato II,Demonstrate mastery of financial assets control,Prepare a financial budget,"Describe Budgeting and budgetary control process (meaning, importance, approaches, and features of a good budget)",Meaning and Importance of Budgeting,5,Discussion,Kuwaongoza Wanafunzi,"Learners explain the meaning, importance, approaches and features of a good budget.",Sample budget charts|Textbooks|Manila paper,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","A budget is a financial plan showing expected income and expenditure over a future period, used to guide and control business activities.","Budgeting is important for planning resources, controlling spending and evaluating performance against set targets. Approaches to budgeting include the incremental approach (based on past budgets) and the zero-based approach (starting from scratch each period). A good budget should be realistic, flexible, clearly stated and involve the people responsible for implementing it.","A trader preparing a monthly budget may plan for Sales of TSh 500,000 and Expenses of TSh 350,000, giving an expected surplus of TSh 150,000 to guide spending decisions.",A family that plans how much it will earn and spend each month before the month begins is using the same principle as a business budget.,Define a budget.::A budget is a financial plan of expected income and expenditure for a future period.||State one importance of budgeting.::It helps a business plan and control its resources and spending in advance.||Name one feature of a good budget.::It should be realistic and achievable (also flexible and clearly stated).,
2023-JSS023-Kidato II,Demonstrate mastery of financial assets control,Prepare a financial budget,Prepare a simple cash budget,Preparing a Simple Cash Budget,5,Demonstration,Kuwaongoza Wanafunzi,"Learners correctly prepare a simple cash budget showing expected cash receipts, payments and closing balance.",Cash budget format sheets|Calculators,"TET(2023), BOOK-KEEPING SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","A cash budget is a plan showing expected cash inflows and outflows over a future period, used to estimate the cash balance at the end of that period.","The cash budget begins with the opening cash balance, adds expected cash receipts (such as cash sales and receipts from debtors), and deducts expected cash payments (such as purchases and expenses), to arrive at the closing cash balance, which becomes the opening balance for the next period.","Opening balance TSh 100,000, plus expected receipts of TSh 300,000, less expected payments of TSh 250,000, gives a closing balance of TSh 150,000.",A market vendor who estimates how much cash they will have at the end of the week after expected sales and expenses is preparing a simple cash budget.,"Opening cash balance is TSh 50,000, expected receipts are TSh 200,000 and expected payments are TSh 180,000. Find the closing balance.::Closing balance = 50,000 + 200,000 - 180,000 = TSh 70,000.||State the formula for the closing cash balance in a cash budget.::Closing balance = Opening balance + Total receipts - Total payments.||Why does the closing balance of one month become the opening balance of the next?::Because cash carried forward at the end of one period is the cash available at the start of the following period.",
